Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,Broker_Status__c,Broker_Tier__c,Employment_Status_Borrower_2__c,Employment_Status__c,Mortgage_Position__c,Mortgage_Purpose__c,Occupancy_Type__c,Property_Type__c,Stage__c,Amount__c,Client_Risk_Rating__c,Credit_Score_Borrower_2__c,Credit_Score__c,Current_Term_In_Months__c,Global_Debt_Servicing_Ratio__c,Interest_Rate__c,Loan_Id__c,Loan_To_Value__c,Self_Employed__c,Total_Debt_Servicing_Ratio__c
a00QL00000DNi8gYAD,005QL00000BrRBpYAN,,Loan-0000002285,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Salary,Other,1,Equity Takeout,Rent To Own,Row,Declined,1120473,5,863,672,20,90.9,9.13,a006g000002FD6MAAW,12,,95
a00QL00000DNi8hYAD,005QL00000BrRBpYAN,,Loan-0000002286,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Watch List,Non Key Account,Salary,Other,3,Equity Takeout,Owner,Row,Declined,176377,4,629,821,11,10,6.73,a006g000002FD6NAAW,62,,90.2
a00QL00000DNi8iYAD,005QL00000BrRBpYAN,,Loan-0000002287,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Other,Contract,3,Purchase Rent to Own,Owner,Row,Declined,938755,2,704,434,11,45.9,9.44,a006g000002FD6OAAW,7,,88.5
a00QL00000DNi8jYAD,005QL00000BrRBpYAN,,Loan-0000002288,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Other,Commissions,2,Refinance for Debt Consolidation,Owner,Row,Declined,1282049,6,799,645,50,52.4,9.13,a006g000002FD6PAAW,80,,77.9
a00QL00000DNi8kYAD,005QL00000BrRBpYAN,,Loan-0000002289,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Contract,Hourly,1,Purchase Rent to Own,Rental,Single,Approved,562984,2,478,822,60,56.6,5.29,a006g000002FD6QAAW,57,,93.1
a00QL00000DNi8lYAD,005QL00000BrRBpYAN,,Loan-0000002290,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Salary,Pension,1,Refinance,Owner,Row,Declined,1119997,6,748,689,35,15.8,6.54,a006g000002FD6RAAW,79,,41.7
a00QL00000DNi8mYAD,005QL00000BrRBpYAN,,Loan-0000002291,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Hourly,Self-employed,2,Purchase,Rent To Own,Single,Declined,651502,3,683,428,10,63.5,7.8,a006g000002FD6SAAW,25,1,64.5
a00QL00000DNi8nYAD,005QL00000BrRBpYAN,,Loan-0000002292,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Commissions,Hourly,1,Purchase Rent to Own,Rent To Own,Apartment High Rise,Declined,834151,4,465,605,37,8.6,8.55,a006g000002FD6TAAW,71,,45.1
a00QL00000DNi8oYAD,005QL00000BrRBpYAN,,Loan-0000002293,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Other,Contract,3,Refinance,Rent To Own,Single,Approved,283094,4,711,712,51,51.6,6.04,a006g000002FD6UAAW,61,,69.2
a00QL00000DNi8pYAD,005QL00000BrRBpYAN,,Loan-0000002294,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Self-employed,Other,2,Equity Takeout,Rental,Single,Declined,368840,4,644,641,56,71.3,4,a006g000002FD6VAAW,9,,72.7
a00QL00000DNi8qYAD,005QL00000BrRBpYAN,,Loan-0000002295,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Salary,Hourly,3,Equity Takeout,Rental,Semi-detached,Approved,1091601,2,441,678,44,15.7,6.81,a006g000002FD6WAAW,51,,31.3
a00QL00000DNi8rYAD,005QL00000BrRBpYAN,,Loan-0000002296,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Contract,Other,2,Equity Takeout,Rental,Row,Declined,926400,3,549,599,48,72.8,9.9,a006g000002FD6XAAW,26,,91.2
a00QL00000DNi8sYAD,005QL00000BrRBpYAN,,Loan-0000002297,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Deactivated,Non Key Account,Contract,Commissions,1,Equity Takeout,Owner,Semi-detached,Declined,244148,4,676,562,32,11.8,5.1,a006g000002FD6YAAW,34,,69.3
a00QL00000DNi8tYAD,005QL00000BrRBpYAN,,Loan-0000002298,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Hourly,Salary,2,Refinance for Debt Consolidation,Rent To Own,Single,Declined,411230,2,897,751,11,14.6,5.2,a006g000002FD6ZAAW,27,,43.2
a00QL00000DNi8uYAD,005QL00000BrRBpYAN,,Loan-0000002299,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Other,Salary,1,Refinance for Debt Consolidation,Rent To Own,Row,Approved,131503,5,471,871,41,94.5,4.58,a006g000002FD6aAAG,48,,95.1
a00QL00000DNi8vYAD,005QL00000BrRBpYAN,,Loan-0000002300,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Watch List,Non Key Account,Hourly,Self-employed,1,Equity Takeout,Rent To Own,Single,Declined,328803,4,793,867,36,62.1,8.07,a006g000002FD6bAAG,46,1,64.8
a00QL00000DNi8wYAD,005QL00000BrRBpYAN,,Loan-0000002301,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Contract,Salary,2,Refinance,Owner,Semi-detached,Approved,613616,4,687,404,1,30.7,6.95,a006g000002FD6cAAG,66,,34.8
a00QL00000DNi8xYAD,005QL00000BrRBpYAN,,Loan-0000002302,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Self-employed,Contract,1,Equity Takeout,Rental,Apartment High Rise,Declined,850618,3,861,422,10,72.2,6.43,a006g000002FD6dAAG,55,,97.9
a00QL00000DNi8yYAD,005QL00000BrRBpYAN,,Loan-0000002303,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Commissions,Pension,3,Purchase Rent to Own,Owner,Row,Approved,696275,3,486,630,45,95.2,5.72,a006g000002FD6eAAG,80,,98.4
a00QL00000DNi8zYAD,005QL00000BrRBpYAN,,Loan-0000002304,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Self-employed,Salary,1,Purchase,Rent To Own,Apartment Low Rise,Declined,407478,5,604,834,12,86.3,7.09,a006g000002FD6fAAG,12,,91.5
a00QL00000DNi90YAD,005QL00000BrRBpYAN,,Loan-0000002305,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Self-employed,Self-employed,3,Purchase,Owner,Single,Approved,528258,5,723,670,15,98.8,6.68,a006g000002FD6gAAG,73,1,100
a00QL00000DNi91YAD,005QL00000BrRBpYAN,,Loan-0000002306,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Deactivated,Non Key Account,Pension,Other,2,Equity Takeout,Rent To Own,Semi-detached,Declined,992247,3,565,632,0,79.5,8.5,a006g000002FD6hAAG,50,,84.5
a00QL00000DNi92YAD,005QL00000BrRBpYAN,,Loan-0000002307,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Self-employed,Pension,1,Purchase,Rent To Own,Single,Approved,734459,2,436,579,20,92.6,8.65,a006g000002FD6iAAG,62,,94.9
a00QL00000DNi93YAD,005QL00000BrRBpYAN,,Loan-0000002308,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Salary,Commissions,1,Equity Takeout,Rental,Semi-detached,Declined,1282028,4,681,455,48,6.5,4.45,a006g000002FD6jAAG,30,,33.7
a00QL00000DNi94YAD,005QL00000BrRBpYAN,,Loan-0000002309,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Contract,Hourly,3,Purchase Rent to Own,Rental,Apartment High Rise,Declined,1230249,3,810,655,37,64.7,9.03,a006g000002FD6kAAG,59,,74.3
a00QL00000DNi95YAD,005QL00000BrRBpYAN,,Loan-0000002310,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Contract,Pension,2,Purchase,Rent To Own,Semi-detached,Declined,205801,3,595,442,22,94.1,7.14,a006g000002FD6lAAG,80,,99.8
a00QL00000DNi96YAD,005QL00000BrRBpYAN,,Loan-0000002311,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Contract,Self-employed,1,Refinance,Rent To Own,Row,Declined,596464,5,634,574,49,96.7,6.06,a006g000002FD6mAAG,39,1,99.9
a00QL00000DNi97YAD,005QL00000BrRBpYAN,,Loan-0000002312,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Watch List,Non Key Account,Hourly,Contract,1,Purchase,Rent To Own,Semi-detached,Declined,1448404,3,513,706,0,6.7,9.1,a006g000002FD6nAAG,50,,22.6
a00QL00000DNi98YAD,005QL00000BrRBpYAN,,Loan-0000002313,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Pension,Contract,1,Refinance,Owner,Apartment High Rise,Declined,492855,4,842,862,14,37.5,7.43,a006g000002FD6oAAG,78,,68.2
a00QL00000DNi99YAD,005QL00000BrRBpYAN,,Loan-0000002314,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Watch List,Non Key Account,Other,Self-employed,2,Purchase Rent to Own,Rental,Apartment High Rise,Declined,1191214,2,891,476,19,32.9,6.55,a006g000002FD6pAAG,25,1,39.5
a00QL00000DNi9AYAT,005QL00000BrRBpYAN,,Loan-0000002315,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Deactivated,Key Account,Commissions,Other,1,Equity Takeout,Rent To Own,Semi-detached,Declined,1119866,4,808,438,33,56.7,7.72,a006g000002FD6qAAG,12,,65.9
a00QL00000DNi9BYAT,005QL00000BrRBpYAN,,Loan-0000002316,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Salary,Pension,1,Purchase,Rental,Single,Declined,124381,4,497,718,9,29.1,6.88,a006g000002FD6rAAG,49,,64.6
a00QL00000DNi9CYAT,005QL00000BrRBpYAN,,Loan-0000002317,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Salary,Hourly,1,Refinance,Rent To Own,Row,Declined,633031,4,489,846,10,42.7,4.17,a006g000002FD6sAAG,76,,57.6
a00QL00000DNi9DYAT,005QL00000BrRBpYAN,,Loan-0000002318,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Contract,Contract,1,Equity Takeout,Owner,Apartment Low Rise,Declined,139442,4,523,613,57,33.7,7.14,a006g000002FD6tAAG,15,,68.2
a00QL00000DNi9EYAT,005QL00000BrRBpYAN,,Loan-0000002319,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Self-employed,Salary,3,Purchase,Rent To Own,Row,Declined,1209098,4,562,624,59,80.1,9.8,a006g000002FD6uAAG,53,,80.2
a00QL00000DNi9FYAT,005QL00000BrRBpYAN,,Loan-0000002320,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Commissions,Hourly,1,Equity Takeout,Rent To Own,Apartment Low Rise,Approved,323830,2,536,655,23,59,6.32,a006g000002FD6vAAG,46,,66.2
a00QL00000DNi9GYAT,005QL00000BrRBpYAN,,Loan-0000002321,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Other,Contract,1,Purchase,Owner,Apartment High Rise,Declined,155696,4,473,850,49,70.3,4.5,a006g000002FD6wAAG,66,,78.7
a00QL00000DNi9HYAT,005QL00000BrRBpYAN,,Loan-0000002322,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Pension,Commissions,2,Purchase,Rental,Row,Declined,363425,5,625,853,37,59.1,9.16,a006g000002FD6xAAG,15,,74.5
a00QL00000DNi9IYAT,005QL00000BrRBpYAN,,Loan-0000002323,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Other,Self-employed,3,Refinance for Debt Consolidation,Rental,Apartment High Rise,Declined,1253818,5,815,892,38,6.8,9.2,a006g000002FD6yAAG,59,1,38.1
a00QL00000DNi9JYAT,005QL00000BrRBpYAN,,Loan-0000002324,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Pension,Self-employed,3,Purchase,Rental,Row,Declined,1233725,3,629,563,33,76.5,8.02,a006g000002FD6zAAG,32,1,78.6
a00QL00000DNi9KYAT,005QL00000BrRBpYAN,,Loan-0000002325,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Watch List,Key Account,Other,Pension,3,Refinance for Debt Consolidation,Owner,Single,Approved,790729,3,603,576,15,3.8,7.14,a006g000002FD70AAG,26,,83
a00QL00000DNi9LYAT,005QL00000BrRBpYAN,,Loan-0000002326,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Watch List,Non Key Account,Salary,Other,1,Equity Takeout,Rental,Row,Declined,876592,4,781,863,57,40.6,6.88,a006g000002FD71AAG,68,,78.1
a00QL00000DNi9MYAT,005QL00000BrRBpYAN,,Loan-0000002327,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Commissions,Contract,2,Equity Takeout,Rent To Own,Apartment Low Rise,Declined,755867,1,440,703,11,32.4,6.24,a006g000002FD72AAG,7,,53.1
a00QL00000DNi9NYAT,005QL00000BrRBpYAN,,Loan-0000002328,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Watch List,Key Account,Hourly,Contract,2,Refinance,Rental,Apartment Low Rise,Declined,1254351,6,549,545,59,36.2,6.81,a006g000002FD73AAG,50,,82.9
a00QL00000DNi9OYAT,005QL00000BrRBpYAN,,Loan-0000002329,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Self-employed,Contract,3,Purchase Rent to Own,Rental,Apartment Low Rise,Declined,768609,5,608,644,57,98.3,5.81,a006g000002FD74AAG,25,,98.8
a00QL00000DNi9PYAT,005QL00000BrRBpYAN,,Loan-0000002330,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Pension,Pension,2,Refinance,Owner,Semi-detached,Approved,817167,4,816,899,11,81.1,7.13,a006g000002FD75AAG,62,,95
a00QL00000DNi9QYAT,005QL00000BrRBpYAN,,Loan-0000002331,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Commissions,Pension,1,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,Approved,1029023,2,451,634,16,7.3,6.91,a006g000002FD76AAG,80,,12.9
a00QL00000DNi9RYAT,005QL00000BrRBpYAN,,Loan-0000002332,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Salary,Other,1,Refinance for Debt Consolidation,Owner,Row,Approved,268466,4,879,734,6,71.5,7.61,a006g000002FD77AAG,40,,74
a00QL00000DNi9SYAT,005QL00000BrRBpYAN,,Loan-0000002333,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Watch List,Key Account,Self-employed,Commissions,2,Purchase,Owner,Row,Declined,1034421,3,401,835,60,85.3,5.63,a006g000002FD78AAG,30,,98.9
a00QL00000DNi9TYAT,005QL00000BrRBpYAN,,Loan-0000002334,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Other,Self-employed,1,Purchase Rent to Own,Owner,Apartment Low Rise,Approved,1156200,4,534,860,48,22.3,8.4,a006g000002FD79AAG,56,1,40.6
a00QL00000DNi9UYAT,005QL00000BrRBpYAN,,Loan-0000002335,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Contract,Commissions,3,Equity Takeout,Owner,Apartment High Rise,Declined,1398882,3,671,776,53,45,9,a006g000002FD7AAAW,48,,85.7
a00QL00000DNi9VYAT,005QL00000BrRBpYAN,,Loan-0000002336,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Hourly,Commissions,2,Equity Takeout,Owner,Semi-detached,Declined,529162,5,747,675,24,68.7,5.99,a006g000002FD7BAAW,51,,81.5
a00QL00000DNi9WYAT,005QL00000BrRBpYAN,,Loan-0000002337,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Other,Hourly,3,Purchase,Owner,Apartment Low Rise,Declined,1122321,2,571,407,41,16.4,4.02,a006g000002FD7CAAW,32,,52.4
a00QL00000DNi9XYAT,005QL00000BrRBpYAN,,Loan-0000002338,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Watch List,Non Key Account,Contract,Pension,2,Equity Takeout,Rental,Single,Declined,785609,4,589,429,58,10.3,6.19,a006g000002FD7DAAW,30,,91.5
a00QL00000DNi9YYAT,005QL00000BrRBpYAN,,Loan-0000002339,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Contract,Pension,3,Refinance for Debt Consolidation,Rent To Own,Semi-detached,Approved,962001,3,504,681,48,64,8.18,a006g000002FD7EAAW,79,,69.3
a00QL00000DNi9ZYAT,005QL00000BrRBpYAN,,Loan-0000002340,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Hourly,Commissions,1,Refinance for Debt Consolidation,Rental,Apartment Low Rise,Declined,1198983,5,784,848,37,3.4,7.58,a006g000002FD7FAAW,59,,99.2
a00QL00000DNi9aYAD,005QL00000BrRBpYAN,,Loan-0000002341,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Other,Pension,2,Refinance,Rent To Own,Apartment Low Rise,Declined,203846,3,476,855,46,23.1,9.41,a006g000002FD7GAAW,19,,91.6
a00QL00000DNi9bYAD,005QL00000BrRBpYAN,,Loan-0000002342,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Pension,Pension,3,Refinance for Debt Consolidation,Owner,Semi-detached,Approved,659711,3,791,815,12,84.1,9.93,a006g000002FD7HAAW,16,,97.8
a00QL00000DNi9cYAD,005QL00000BrRBpYAN,,Loan-0000002343,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Salary,Self-employed,2,Equity Takeout,Rental,Single,Declined,864055,3,506,561,37,49.7,4.74,a006g000002FD7IAAW,29,1,96.6
a00QL00000DNi9dYAD,005QL00000BrRBpYAN,,Loan-0000002344,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Hourly,Contract,3,Refinance for Debt Consolidation,Owner,Row,Approved,1234337,5,894,668,36,80.9,9.29,a006g000002FD7JAAW,53,,90.4
a00QL00000DNi9eYAD,005QL00000BrRBpYAN,,Loan-0000002345,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Commissions,Other,3,Purchase,Owner,Single,Declined,783355,3,497,619,36,62.3,4.19,a006g000002FD7KAAW,45,,88.6
a00QL00000DNi9fYAD,005QL00000BrRBpYAN,,Loan-0000002346,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Contract,Contract,1,Purchase Rent to Own,Rental,Single,Declined,959576,1,789,760,4,50.1,5.08,a006g000002FD7LAAW,10,,50.9
a00QL00000DNi9gYAD,005QL00000BrRBpYAN,,Loan-0000002347,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Commissions,Other,1,Refinance,Owner,Apartment Low Rise,Approved,226057,3,585,553,33,70.1,9.58,a006g000002FD7MAAW,68,,80.3
a00QL00000DNi9hYAD,005QL00000BrRBpYAN,,Loan-0000002348,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Watch List,Non Key Account,Pension,Contract,2,Equity Takeout,Rent To Own,Single,Declined,389572,4,602,467,33,77.4,5.18,a006g000002FD7NAAW,32,,78
a00QL00000DNi9iYAD,005QL00000BrRBpYAN,,Loan-0000002349,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Key Account,Contract,Self-employed,3,Equity Takeout,Rent To Own,Semi-detached,Declined,642626,2,561,898,47,35.5,4.34,a006g000002FD7OAAW,71,1,66.1
a00QL00000DNi9jYAD,005QL00000BrRBpYAN,,Loan-0000002350,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:31.000+0000,,,Approved,Non Key Account,Commissions,Contract,2,Purchase Rent to Own,Rental,Single,Declined,264221,3,678,631,27,98.1,6.33,a006g000002FD7PAAW,6,,98.5
